"model","comparison","pval","W","comparison_difference"
"lobagoc / lobagoc","BRT",0.147287389837135,431,-0.0813732395239508
"lobagoc / lobagoc","cforest",0.867590529547531,558,-0.030257348682196
"lobagoc / lobagoc","cforest weighted",0.724328227272599,516.5,-0.0415567385917009
"lobagoc / lobagoc","Ensemble",0.045431465261927,388,-0.0956001400532085
"lobagoc / lobagoc","GAM",0.057690715446853,396,-0.0697641776189973
"lobagoc / lobagoc","GLM",0.0142963905299255,353,-0.10518595351756
"lobagoc / lobagoc","GLM unweighted",0.0123914211024356,349,-0.0997129824442904
"lobagoc / lobagoc","IWLR-GAM",0.0414389170795868,385,-0.0824429365683071
"lobagoc / lobagoc","IWLR-GLM",0.0248127885976563,369,-0.0908315285564107
"lobagoc / lobagoc","Lasso",0.0929426940094305,413,-0.0881355625367676
"lobagoc / lobagoc","MARS unweighted",0.287113529120117,461,-0.0530186114005297
"lobagoc / lobagoc","MaxEnt",0.0292439783914142,374,-0.101498856160482
"lobagoc / lobagoc","MaxEnt tuned2",0.0767521046618496,406,-0.0892273039426736
"lobagoc / lobagoc","MaxNet",0.0138040241332872,352,-0.100422657688936
"lobagoc / lobagoc","RF",0.158331334123005,655,0.0183488203499915
"lobagoc / lobagoc","RF down-sampled",0.0611524544192172,398,-0.0872145505295006
"lobagoc / lobagoc","Ridge regression",0.0543934598018259,394,-0.0868792079175158
"lobagoc / lobagoc","SVM",0.496692042922576,491,-0.0297780975050849
"lobagoc / lobagoc","SVM weighted",0.195222083702157,443,-0.0592144494504675
"lobagoc / lobagoc","XGBoost",0.464777823152949,487,-0.050535513368785
"rangebagging / none","rangebagging / rangebagging",0.59299651504642,399,-0.0188290994154683
"rangebagging / none","rangebagging / gaussian",0.00210708742324752,655,0.116943755044625
"rangebagging / none","rangebagging / kde",0.010501494914087,622,0.0806878429333971
"rangebagging / none","rangebagging / vine",0.000576154548137457,678,0.130434527794778
"rangebagging / none","rangebagging / lobagoc",0.440430705979694,503,0.0268204284073612
"rangebagging / none","gaussian / rangebagging",0.800424025319987,514,0.00657584165740266
"rangebagging / none","gaussian / gaussian",0.637202406345649,530,0.0112099053821856
"rangebagging / none","gaussian / kde",0.950974837046068,500,-0.0052041076077245
"rangebagging / none","gaussian / vine",0.48971929072588,546,0.0158062519247341
"rangebagging / none","gaussian / lobagoc",0.48971929072588,546,0.0275737324563555
"rangebagging / none","kde / rangebagging",0.877908235903768,522,-0.00108617802858701
"rangebagging / none","kde / gaussian",0.804790578150303,529,0.00459516682153938
"rangebagging / none","kde / kde",0.888453186665806,521,-0.00391076154501613
"rangebagging / none","kde / vine",0.713281643756192,538,0.00591507439334127
"rangebagging / none","kde / lobagoc",0.380748496358988,576,0.0252407653000868
"rangebagging / none","vine / rangebagging",1,495,-0.00382820824824381
"rangebagging / none","vine / gaussian",1,495,-0.00695848429859891
"rangebagging / none","vine / kde",0.983649258889495,497,-0.00689174786493674
"rangebagging / none","vine / vine",0.950974837046068,500,-0.00236208001077975
"rangebagging / none","vine / lobagoc",0.508042631217185,560,0.0203220242789195
"rangebagging / none","lobagoc / rangebagging",0.0100438072356659,623,0.0786967330302926
"rangebagging / none","lobagoc / gaussian",0.0304003605953191,559,0.0682796677862032
"rangebagging / none","lobagoc / kde",0.0106317684044722,641,0.0763217221420552
"rangebagging / none","lobagoc / vine",0.0140877377958311,577,0.0747823017647383
"rangebagging / none","lobagoc / lobagoc",0.0044846002419266,702,0.0902637680232257
"rangebagging / none","rangebagging / none",1,450,0
"rangebagging / none","gaussian / none",0.800424025319987,514,0.0065565921277797
"rangebagging / none","kde / none",0.877908235903768,522,-0.00110481457163625
"rangebagging / none","vine / none",1,495,-0.00385103800110631
"rangebagging / none","lobagoc / none",0.0268993543453788,562,0.0675466737245546
"rangebagging / none","ulsif",0.920197706754392,518,0.00558033665272295
"rangebagging / none","rulsif",0.930809652010062,503,-0.00189621126198203
"rangebagging / none","maxnet",0.773924530423801,488,-0.0242685160926726
"rangebagging / none","biomod",0.561149947343283,538,0.00567385505863416
"rangebagging / none","BRT",0.542836434414381,540,0.00889052849927485
"rangebagging / none","cforest",0.0562563948446105,634,0.0600064193410297
"rangebagging / none","cforest weighted",0.122120495978476,608,0.0487070294315247
"rangebagging / none","Ensemble",0.907544297749115,504,-0.00533637202998283
"rangebagging / none","GAM",0.481142590622114,547,0.0204995904042283
"rangebagging / none","GLM",0.809680123239071,477,-0.0149221854943341
"rangebagging / none","GLM unweighted",0.97275210687227,498,-0.00944921442106472
"rangebagging / none","IWLR-GAM",0.666784134574173,527,0.00782083145491852
"rangebagging / none","IWLR-GLM",0.758478011023872,518,-0.00056776053318508
"rangebagging / none","Lasso",0.832267453961818,511,0.00212820548645809
"rangebagging / none","MARS unweighted",0.214582987949443,586,0.037245156622696
"rangebagging / none","MaxEnt",0.983649258889495,493,-0.0112350881372559
"rangebagging / none","MaxEnt tuned2",0.789879047835119,515,0.00103646408055202
"rangebagging / none","MaxNet",0.950974837046068,500,-0.0101588896657108
"rangebagging / none","RF",0.000898156918617089,732,0.108612588373217
"rangebagging / none","RF down-sampled",0.907544297749115,504,0.00304921749372511
"rangebagging / none","Ridge regression",0.727464828990574,521,0.00338456010570987
"rangebagging / none","SVM",0.118797873099628,609,0.0604856705181408
"rangebagging / none","SVM weighted",0.727464828990574,521,0.0310493185727582
"rangebagging / none","XGBoost",0.301049312888377,571,0.0397282546544406
"gaussian / none","rangebagging / rangebagging",0.369165785434133,414,-0.025385691543248
"gaussian / none","rangebagging / gaussian",0.00523500370564183,696,0.110387162916845
"gaussian / none","rangebagging / kde",0.0377209615113817,646,0.0741312508056174
"gaussian / none","rangebagging / vine",0.00136494267817752,724,0.123877935666998
"gaussian / none","rangebagging / lobagoc",0.60817974896781,533,0.0202638362795815
"gaussian / none","gaussian / rangebagging",0.969308320565466,548,1.92495296229556e-05
"gaussian / none","gaussian / gaussian",0.868484949420175,558,0.00465331325440588
"gaussian / none","gaussian / kde",0.711777563922716,515,-0.0117606997355042
"gaussian / none","gaussian / vine",0.838508781124149,561,0.00924965979695436
"gaussian / none","gaussian / lobagoc",0.635132605664782,582,0.0210171403285758
"gaussian / none","kde / rangebagging",0.886089157954022,549,-0.00764277015636672
"gaussian / none","kde / gaussian",0.965225336216905,557,-0.00196142530624033
"gaussian / none","kde / kde",0.856657851390689,546,-0.0104673536727958
"gaussian / none","kde / vine",0.945379177609161,567,-0.000641517734438435
"gaussian / none","kde / lobagoc",0.545425464674088,610,0.0186841731723071
"gaussian / none","vine / rangebagging",0.769526777618162,521,-0.0103848003760235
"gaussian / none","vine / gaussian",0.75011858998249,519,-0.0135150764263786
"gaussian / none","vine / kde",0.711777563922716,515,-0.0134483399927164
"gaussian / none","vine / vine",0.789078437825525,523,-0.00891867213855946
"gaussian / none","vine / lobagoc",0.77923418617418,584,0.0137654321511398
"gaussian / none","lobagoc / rangebagging",0.0403961269561903,644,0.0721401409025129
"gaussian / none","lobagoc / gaussian",0.0863832523101044,581,0.0617230756584235
"gaussian / none","lobagoc / kde",0.0309296229960223,672,0.0697651300142755
"gaussian / none","lobagoc / vine",0.04936854760606,598,0.0682257096369586
"gaussian / none","lobagoc / lobagoc",0.0128473731115473,739,0.083707175895446
"gaussian / none","rangebagging / none",0.800424025319987,476,-0.0065565921277797
"gaussian / none","gaussian / none",1,544.5,0
"gaussian / none","kde / none",0.886089157954022,549,-0.00766140669941595
"gaussian / none","vine / none",0.769526777618162,521,-0.010407630128886
"gaussian / none","lobagoc / none",0.094771183019298,578,0.0609900815967749
"gaussian / none","ulsif",0.955298839264313,556,-0.000976255475056753
"gaussian / none","rulsif",0.760180134556292,536,-0.00845280338976173
"gaussian / none","maxnet",0.587674598369149,517,-0.0308251082204523
"gaussian / none","biomod",0.769526777618162,568,-0.000882737069145545
"gaussian / none","BRT",0.80876200388231,564,0.00233393637149515
"gaussian / none","cforest",0.0645287246382256,689,0.05344982721325
"gaussian / none","cforest weighted",0.148142429034464,658,0.042150437303745
"gaussian / none","Ensemble",0.789078437825525,523,-0.0118929641577625
"gaussian / none","GAM",0.63729459668291,582,0.0139429982764486
"gaussian / none","GLM",0.75824183424799,520,-0.0214787776221138
"gaussian / none","GLM unweighted",0.75980403685992,520,-0.0160058065488444
"gaussian / none","IWLR-GAM",0.959368707148424,549,0.00126423932713882
"gaussian / none","IWLR-GLM",0.989838113606876,546,-0.00712435266096478
"gaussian / none","Lasso",0.989838113606876,543,-0.00442838664132161
"gaussian / none","MARS unweighted",0.266483620723994,632,0.0306885644949163
"gaussian / none","MaxEnt",0.818649569968571,526,-0.0177916802650356
"gaussian / none","MaxEnt tuned2",0.928957739766869,537,-0.00552012804722768
"gaussian / none","MaxNet",0.858469963623579,530,-0.0167154817934905
"gaussian / none","RF",0.000633394447999648,806,0.102055996245437
"gaussian / none","RF down-sampled",0.908737756801296,535,-0.00350737463405459
"gaussian / none","Ridge regression",0.989838113606876,546,-0.00317203202206984
"gaussian / none","SVM",0.250249372769056,635,0.0539290783903611
"gaussian / none","SVM weighted",0.740471841542067,571,0.0244927264449785
"gaussian / none","XGBoost",0.351543271625767,618,0.0331716625266609
"kde / none","rangebagging / rangebagging",0.532974944035696,447,-0.017724284843832
"kde / none","rangebagging / gaussian",0.00612844664013604,712,0.118048569616261
"kde / none","rangebagging / kde",0.0514456187021061,655,0.0817926575050334
"kde / none","rangebagging / vine",0.00113212092134648,748,0.131539342366414
"kde / none","rangebagging / lobagoc",0.625671544047041,547,0.0279252429789975
"kde / none","gaussian / rangebagging",0.876259440665771,574,0.00768065622903891
"kde / none","gaussian / gaussian",0.788811309938131,583,0.0123147199538218
"kde / none","gaussian / kde",0.83714310238594,544,-0.00409929303608825
"kde / none","gaussian / vine",0.782617529375312,583.5,0.0169110664963703
"kde / none","gaussian / lobagoc",0.512733015653376,614,0.0286785470279918
"kde / none","kde / rangebagging",0.955978921794124,583,1.8636543049233e-05
"kde / none","kde / gaussian",0.907851082514503,588,0.00569998139317562
"kde / none","kde / kde",0.99513939835345,577,-0.00280594697337988
"kde / none","kde / vine",0.850199619127464,594,0.00701988896497752
"kde / none","kde / lobagoc",0.492159885136513,634.5,0.026345579871723
"kde / none","vine / rangebagging",0.945379177609161,555,-0.00272339367660757
"kde / none","vine / gaussian",0.955298839264313,556,-0.00585366972696266
"kde / none","vine / kde",0.856657851390689,546,-0.00578693329330049
"kde / none","vine / vine",0.965225336216905,557,-0.00125726543914351
"kde / none","vine / lobagoc",0.595886574765945,622,0.0214268388505557
"kde / none","lobagoc / rangebagging",0.0498233654852437,656,0.0798015476019288
"kde / none","lobagoc / gaussian",0.115228596253308,588,0.0693844823578394
"kde / none","lobagoc / kde",0.0475912467813117,678,0.0774265367136915
"kde / none","lobagoc / vine",0.068906367792295,605,0.0758871163363746
"kde / none","lobagoc / lobagoc",0.0168885100606246,752,0.0913685825948619
"kde / none","rangebagging / none",0.877908235903768,498,0.00110481457163625
"kde / none","gaussian / none",0.886089157954022,573,0.00766140669941595
"kde / none","kde / none",1,578,0
"kde / none","vine / none",0.945379177609161,555,-0.00274622342947006
"kde / none","lobagoc / none",0.108771886411974,590,0.0686514882961908
"kde / none","ulsif",0.95627593463618,573,0.0066851512243592
"kde / none","rulsif",0.927190528734589,570,-0.00079139669034578
"kde / none","maxnet",0.587451948518093,533,-0.0231637015210363
"kde / none","biomod",0.722509952758262,590,0.00677866963027041
"kde / none","BRT",0.895936196775682,572,0.0099953430709111
"kde / none","cforest",0.0717564410991058,705,0.0611112339126659
"kde / none","cforest weighted",0.144799903545785,678,0.049811844003161
"kde / none","Ensemble",0.945379177609161,555,-0.00423155745834658
"kde / none","GAM",0.66725219516302,596,0.0216044049758646
"kde / none","GLM",0.768206578307507,537,-0.0138173709226979
"kde / none","GLM unweighted",0.866448517188087,547,-0.00834439984942847
"kde / none","IWLR-GAM",0.886089157954022,573,0.00892564602655477
"kde / none","IWLR-GLM",0.975157152711856,558,0.000537054038451168
"kde / none","Lasso",0.945379177609161,567,0.00323302005809434
"kde / none","MARS unweighted",0.274452757895528,649,0.0383499711943323
"kde / none","MaxEnt",0.905799077087113,551,-0.0101302735656197
"kde / none","MaxEnt tuned2",0.945379177609161,567,0.00214127865218827
"kde / none","MaxNet",0.79842002373731,540,-0.00905407509407452
"kde / none","RF",0.00121636456196855,815,0.109717402944853
"kde / none","RF down-sampled",0.955298839264313,556,0.00415403206536136
"kde / none","Ridge regression",0.935467863931565,568,0.00448937467734611
"kde / none","SVM",0.170763036358973,671,0.061590485089777
"kde / none","SVM weighted",0.676348683536972,595,0.0321541331443944
"kde / none","XGBoost",0.297108767808305,645,0.0408330692260769
"vine / none","rangebagging / rangebagging",0.575071917227295,438,-0.014978061414362
"vine / none","rangebagging / gaussian",0.00398512963093349,702,0.120794793045731
"vine / none","rangebagging / kde",0.0339875415654608,649,0.0845388809345035
"vine / none","rangebagging / vine",0.00110942006293095,728,0.134285565795884
"vine / none","rangebagging / lobagoc",0.447656201145804,551,0.0306714664084675
"vine / none","gaussian / rangebagging",0.75980403685992,569,0.010426879658509
"vine / none","gaussian / gaussian",0.711777563922716,574,0.0150609433832919
"vine / none","gaussian / kde",0.928957739766869,537,-0.00135306960661818
"vine / none","gaussian / vine",0.674142287153622,578,0.0196572899258404
"vine / none","gaussian / lobagoc",0.444149905112446,605,0.0314247704574618
"vine / none","kde / rangebagging",0.945379177609161,567,0.0027648599725193
"vine / none","kde / gaussian",0.866448517188087,575,0.00844620482264569
"vine / none","kde / kde",0.995030669990971,562,-5.97235439098176e-05
"vine / none","kde / vine",0.788811309938131,583,0.00976611239444758
"vine / none","kde / lobagoc",0.428305576170507,625,0.0290918033011931
"vine / none","vine / rangebagging",0.938660759421747,551,2.28297528624966e-05
"vine / none","vine / gaussian",1,544,-0.0031074462974926
"vine / none","vine / kde",0.913195275304192,535.5,-0.00304070986383043
"vine / none","vine / vine",1,544,0.00148895799032656
"vine / none","vine / lobagoc",0.60498234298561,603,0.0241730622800258
"vine / none","lobagoc / rangebagging",0.0255207076281729,657,0.0825477710313989
"vine / none","lobagoc / gaussian",0.0566158612293167,594,0.0721307057873095
"vine / none","lobagoc / kde",0.0298724084064271,673,0.0801727601431615
"vine / none","lobagoc / vine",0.0414040970366374,603,0.0786333397658446
"vine / none","lobagoc / lobagoc",0.00994474937622783,746,0.094114806024332
"vine / none","rangebagging / none",1,495,0.00385103800110631
"vine / none","gaussian / none",0.769526777618162,568,0.010407630128886
"vine / none","kde / none",0.945379177609161,567,0.00274622342947006
"vine / none","vine / none",1,544.5,0
"vine / none","lobagoc / none",0.0647125060718901,590,0.0713977117256609
"vine / none","ulsif",0.866448517188087,575,0.00943137465382926
"vine / none","rulsif",0.955298839264313,556,0.00195482673912428
"vine / none","maxnet",0.676348683536972,527,-0.0204174780915662
"vine / none","biomod",0.664853451054568,579,0.00952489305974047
"vine / none","BRT",0.721299969283027,573,0.0127415665003812
"vine / none","cforest",0.0645287246382256,689,0.063857457342136
"vine / none","cforest weighted",0.137568784892651,661,0.052558067432631
"vine / none","Ensemble",0.989838113606876,543,-0.00148533402887652
"vine / none","GAM",0.467318455753701,602,0.0243506284053346
"vine / none","GLM",0.857510261957536,530,-0.0110711474932278
"vine / none","GLM unweighted",0.979677852945431,542,-0.00559817641995841
"vine / none","IWLR-GAM",0.75011858998249,570,0.0116718694560248
"vine / none","IWLR-GLM",0.828565665978071,562,0.00328327746792123
"vine / none","Lasso",0.858469963623579,559,0.0059792434875644
"vine / none","MARS unweighted",0.201104788125482,645,0.0410961946238023
"vine / none","MaxEnt",0.989838113606876,546,-0.00738405013614962
"vine / none","MaxEnt tuned2",0.888575926722445,556,0.00488750208165833
"vine / none","MaxNet",0.969520842981266,541,-0.00630785166460446
"vine / none","RF",0.00120669208417851,793,0.112463626374323
"vine / none","RF down-sampled",0.918841277458483,553,0.00690025549483142
"vine / none","Ridge regression",0.84847739207137,560,0.00723559810681618
"vine / none","SVM",0.16317807651809,654,0.0643367085192471
"vine / none","SVM weighted",0.628214797561448,583,0.0349003565738645
"vine / none","XGBoost",0.295098515274806,627,0.0435792926555469
"lobagoc / none","rangebagging / rangebagging",0.00404692190151204,228,-0.0863757731400229
"lobagoc / none","rangebagging / gaussian",0.0672412954085239,538,0.0493970813200704
"lobagoc / none","rangebagging / kde",0.50134789212844,464,0.0131411692088426
"lobagoc / none","rangebagging / vine",0.0209149113959162,568,0.0628878540702236
"lobagoc / none","rangebagging / lobagoc",0.229749235570679,342,-0.0407262453171934
"lobagoc / none","gaussian / rangebagging",0.0977057046908586,347,-0.0609708320671519
"lobagoc / none","gaussian / gaussian",0.24009764828224,380,-0.056336768342369
"lobagoc / none","gaussian / kde",0.0309016154941791,313,-0.0727507813322791
"lobagoc / none","gaussian / vine",0.228674868405998,378,-0.0517404217998205
"lobagoc / none","gaussian / lobagoc",0.217638664772065,376,-0.0399729412681991
"lobagoc / none","kde / rangebagging",0.108771886411974,362,-0.0686328517531416
"lobagoc / none","kde / gaussian",0.136385805967808,370,-0.0629515069030152
"lobagoc / none","kde / kde",0.105651028942443,361,-0.0714574352695707
"lobagoc / none","kde / vine",0.169029521557047,378,-0.0616315993312133
"lobagoc / none","kde / lobagoc",0.34220338326843,408,-0.0423059084244678
"lobagoc / none","vine / rangebagging",0.0647125060718901,334,-0.0713748819727984
"lobagoc / none","vine / gaussian",0.066877194867733,335,-0.0745051580231535
"lobagoc / none","vine / kde",0.0647125060718901,334,-0.0744384215894913
"lobagoc / none","vine / vine",0.0837223060338288,342,-0.0699087537353343
"lobagoc / none","vine / lobagoc",0.187368756388609,382,-0.0472246494456351
"lobagoc / none","lobagoc / rangebagging",0.749718228934914,441,0.011150059305738
"lobagoc / none","lobagoc / gaussian",0.941214650573605,397,0.000732994061648617
"lobagoc / none","lobagoc / kde",0.63794865683909,465.5,0.00877504841750065
"lobagoc / none","lobagoc / vine",0.712339078899415,415,0.00723562804018374
"lobagoc / none","lobagoc / lobagoc",0.469256899489018,512.5,0.0227170942986711
"lobagoc / none","rangebagging / none",0.0268993543453788,278,-0.0675466737245546
"lobagoc / none","gaussian / none",0.094771183019298,346,-0.0609900815967749
"lobagoc / none","kde / none",0.108771886411974,362,-0.0686514882961908
"lobagoc / none","vine / none",0.0647125060718901,334,-0.0713977117256609
"lobagoc / none","lobagoc / none",1,392,0
"lobagoc / none","ulsif",0.054865401764585,340,-0.0619663370718316
"lobagoc / none","rulsif",0.054865401764585,340,-0.0694428849865366
"lobagoc / none","maxnet",0.054865401764585,340,-0.0918151898172271
"lobagoc / none","biomod",0.345702155242258,396,-0.0618728186659204
"lobagoc / none","BRT",0.399897493022611,403,-0.0586561452252797
"lobagoc / none","cforest",0.433004202166809,517,-0.0075402543835249
"lobagoc / none","cforest weighted",0.805647875275424,479.5,-0.0188396442930299
"lobagoc / none","Ensemble",0.181993798728946,369,-0.0728830457545374
"lobagoc / none","GAM",0.186806838595786,370,-0.0470470833203263
"lobagoc / none","GLM",0.0629129675606777,333,-0.0824688592188887
"lobagoc / none","GLM unweighted",0.0605538608943399,332,-0.0769958881456193
"lobagoc / none","IWLR-GAM",0.186806838595786,370,-0.0597258422696361
"lobagoc / none","IWLR-GLM",0.094771183019298,346,-0.0681144342577397
"lobagoc / none","Lasso",0.270367682928169,385,-0.0654184682380965
"lobagoc / none","MARS unweighted",0.682130996693933,433,-0.0303015171018586
"lobagoc / none","MaxEnt",0.131126256701091,357,-0.0787817618618105
"lobagoc / none","MaxEnt tuned2",0.234337703900733,379,-0.0665102096440026
"lobagoc / none","MaxNet",0.069100201264362,336,-0.0777055633902654
"lobagoc / none","RF",0.0320768417743767,610,0.0410659146486626
"lobagoc / none","RF down-sampled",0.191711805573543,371,-0.0644974562308295
"lobagoc / none","Ridge regression",0.206985007435162,374,-0.0641621136188447
"lobagoc / none","SVM",0.925609017904537,469,-0.00706100320641379
"lobagoc / none","SVM weighted",0.376081520534632,400,-0.0364973551517964
"lobagoc / none","XGBoost",0.868784945981069,450,-0.027818419070114
"ulsif","rangebagging / rangebagging",0.506265266655906,444,-0.0244094360681912
"ulsif","rangebagging / gaussian",0.00360299007595946,724,0.111363418391902
"ulsif","rangebagging / kde",0.0252622413321482,676,0.0751075062806742
"ulsif","rangebagging / vine",0.00083017166675581,754,0.124854191142055
"ulsif","rangebagging / lobagoc",0.625671544047041,547,0.0212400917546383
"ulsif","gaussian / rangebagging",0.955298839264313,566,0.000995505004679709
"ulsif","gaussian / gaussian",0.808058953562202,581,0.00562956872946263
"ulsif","gaussian / kde",0.808058953562202,541,-0.0107844442604474
"ulsif","gaussian / vine",0.676348683536972,595,0.0102259152720111
"ulsif","gaussian / lobagoc",0.56214568532927,608,0.0219933958036326
"ulsif","kde / rangebagging",0.946572514110078,584,-0.00666651468130997
"ulsif","kde / gaussian",0.985418906986411,580,-0.000985169831183574
"ulsif","kde / kde",0.985418906986411,576,-0.00949109819773908
"ulsif","kde / vine",0.821648233069187,597,0.000334737740618318
"ulsif","kde / lobagoc",0.460508855500965,639,0.0196604286473638
"ulsif","vine / rangebagging",0.866448517188087,547,-0.00940854490096676
"ulsif","vine / gaussian",0.925566407147902,553,-0.0125388209513219
"ulsif","vine / kde",0.808058953562202,541,-0.0124720845176597
"ulsif","vine / vine",0.915676311742941,552,-0.0079424166635027
"ulsif","vine / lobagoc",0.621511053820763,619,0.0147416876261965
"ulsif","lobagoc / rangebagging",0.0210697496226728,681,0.0731163963775696
"ulsif","lobagoc / gaussian",0.0530663871058123,613,0.0626993311334803
"ulsif","lobagoc / kde",0.0261946505381118,696,0.0707413854893323
"ulsif","lobagoc / vine",0.0281334284087284,631,0.0692019651120154
"ulsif","lobagoc / lobagoc",0.00925930254517855,769,0.0846834313705027
"ulsif","rangebagging / none",0.920197706754392,502,-0.00558033665272295
"ulsif","gaussian / none",0.955298839264313,566,0.000976255475056753
"ulsif","kde / none",0.95627593463618,583,-0.0066851512243592
"ulsif","vine / none",0.866448517188087,547,-0.00943137465382926
"ulsif","lobagoc / none",0.054865401764585,612,0.0619663370718316
"ulsif","ulsif",1,578,0
"ulsif","rulsif",0.821648233069187,559,-0.00747654791470498
"ulsif","maxnet",0.538027627244365,527,-0.0298488527453955
"ulsif","biomod",0.658203695546366,597,9.35184059112082e-05
"ulsif","BRT",0.722509952758262,590,0.0033101918465519
"ulsif","cforest",0.0659314266003141,708,0.0544260826883067
"ulsif","cforest weighted",0.131368580736834,682,0.0431266927788018
"ulsif","Ensemble",0.955298839264313,556,-0.0109167086827058
"ulsif","GAM",0.579106335621018,606,0.0149192537515054
"ulsif","GLM",0.777805313718274,538,-0.0205025221470571
"ulsif","GLM unweighted",0.856657851390689,546,-0.0150295510737877
"ulsif","IWLR-GAM",0.79842002373731,582,0.00224049480219557
"ulsif","IWLR-GLM",0.925566407147902,569,-0.00614809718590803
"ulsif","Lasso",0.905799077087113,571,-0.00345213116626486
"ulsif","MARS unweighted",0.258244764163355,652,0.0316648199699731
"ulsif","MaxEnt",0.905799077087113,551,-0.0168154247899789
"ulsif","MaxEnt tuned2",0.945379177609161,567,-0.00454387257217093
"ulsif","MaxNet",0.915676311742941,552,-0.0157392263184337
"ulsif","RF",0.00061715393874212,829,0.103032251720494
"ulsif","RF down-sampled",0.995030669990971,562,-0.00253111915899784
"ulsif","Ridge regression",0.817726712055819,580,-0.00219577654701308
"ulsif","SVM",0.182886532272498,668,0.0549053338654178
"ulsif","SVM weighted",0.808058953562202,581,0.0254689819200352
"ulsif","XGBoost",0.327116435881028,640,0.0341479180017177
"rulsif","rangebagging / rangebagging",0.646347603958856,459,-0.0169328881534863
"rulsif","rangebagging / gaussian",0.0034421638766455,725,0.118839966306607
"rulsif","rangebagging / kde",0.0218568563945801,680,0.0825840541953792
"rulsif","rangebagging / vine",0.00070859499453388,757,0.13233073905676
"rulsif","rangebagging / lobagoc",0.482620412203391,563,0.0287166396693432
"rulsif","gaussian / rangebagging",0.741268572176908,588,0.00847205291938469
"rulsif","gaussian / gaussian",0.731869501456971,589,0.0131061166441676
"rulsif","gaussian / kde",0.965225336216905,557,-0.00330789634574247
"rulsif","gaussian / vine",0.61371989202214,602,0.0177024631867161
"rulsif","gaussian / lobagoc",0.392737995559842,630,0.0294699437183376
"rulsif","kde / rangebagging",0.927190528734589,586,0.000810033233395013
"rulsif","kde / gaussian",0.850199619127464,594,0.0064913780835214
"rulsif","kde / kde",0.975700551085756,581,-0.0020145502830341
"rulsif","kde / vine",0.755988282083196,604,0.0078112856553233
"rulsif","kde / lobagoc",0.389586517552375,649,0.0271369765620688
"rulsif","vine / rangebagging",0.955298839264313,566,-0.00193199698626179
"rulsif","vine / gaussian",0.995030669990973,560,-0.00506227303661688
"rulsif","vine / kde",0.955298839264313,556,-0.00499553660295471
"rulsif","vine / vine",0.965225336216905,565,-0.000465868748797726
"rulsif","vine / lobagoc",0.483096091990078,636,0.0222182355409015
"rulsif","lobagoc / rangebagging",0.0218568563945801,680,0.0805929442922746
"rulsif","lobagoc / gaussian",0.054865401764585,612,0.0701758790481852
"rulsif","lobagoc / kde",0.0252974287094697,697,0.0782179334040373
"rulsif","lobagoc / vine",0.0291938090923147,630,0.0766785130267204
"rulsif","lobagoc / lobagoc",0.00829175608534307,772,0.0921599792852077
"rulsif","rangebagging / none",0.930809652010062,517,0.00189621126198203
"rulsif","gaussian / none",0.760180134556292,586,0.00845280338976173
"rulsif","kde / none",0.927190528734589,586,0.00079139669034578
"rulsif","vine / none",0.955298839264313,566,-0.00195482673912428
"rulsif","lobagoc / none",0.054865401764585,612,0.0694428849865366
"rulsif","ulsif",0.821648233069187,597,0.00747654791470498
"rulsif","rulsif",1,578,0
"rulsif","maxnet",0.692023272997565,545,-0.0223723048306905
"rulsif","biomod",0.60498234298561,603,0.00757006632061619
"rulsif","BRT",0.66725219516302,596,0.0107867397612569
"rulsif","cforest",0.0622660117425282,710,0.0619026306030117
"rulsif","cforest weighted",0.104647245667744,691,0.0506032406935067
"rulsif","Ensemble",0.935467863931565,568,-0.0034401607680008
"rulsif","GAM",0.481078408512515,618,0.0223958016662104
"rulsif","GLM",0.855700849187981,546,-0.0130259742323521
"rulsif","GLM unweighted",0.965225336216905,557,-0.00755300315908269
"rulsif","IWLR-GAM",0.731869501456971,589,0.00971704271690055
"rulsif","IWLR-GLM",0.827421899092841,579,0.00132845072879695
"rulsif","Lasso",0.83714310238594,578,0.00402441674844012
"rulsif","MARS unweighted",0.213596850504377,661,0.039141367884678
"rulsif","MaxEnt",0.995030669990973,560,-0.0093388768752739
"rulsif","MaxEnt tuned2",0.808058953562202,581,0.00293267534253405
"rulsif","MaxNet",0.965225336216905,565,-0.00826267840372874
"rulsif","RF",0.000587046566542708,830,0.110508799635199
"rulsif","RF down-sampled",0.915676311742941,570,0.00494542875570714
"rulsif","Ridge regression",0.741268572176908,588,0.00528077136769189
"rulsif","SVM",0.159243771655228,674,0.0623818817801228
"rulsif","SVM weighted",0.66725219516302,596,0.0329455298347402
"rulsif","XGBoost",0.263573048900008,651,0.0416244659164227
"maxnet","rangebagging / rangebagging",0.885697566357481,482,0.00543941667720427
"maxnet","rangebagging / gaussian",0.0032877983525299,726,0.141212271137298
"maxnet","rangebagging / kde",0.0271281164705093,674,0.10495635902607
"maxnet","rangebagging / vine",0.00102187561396201,750,0.154703043887451
"maxnet","rangebagging / lobagoc",0.325095460854482,584,0.0510889445000338
"maxnet","gaussian / rangebagging",0.596300252423453,604,0.0308443577500752
"maxnet","gaussian / gaussian",0.443034395579217,623,0.0354784214748581
"maxnet","gaussian / kde",0.741268572176908,588,0.0190644084849481
"maxnet","gaussian / vine",0.386845224200317,630.5,0.0400747680174066
"maxnet","gaussian / lobagoc",0.327116435881028,640,0.0518422485490281
